id,task_id,meeting_date,status,mh_incurred_hours,remarks,critical_issue,has_issue,deadline_date,correction_reason,is_deleted,deleted_at,deleted_by,version,supervisor_updated_at,last_updated_at,last_updated_by,created_at
22,216,2026-03-16,IN_PROGRESS,1.10,Awaiting worker allocation,,0,2026-03-26,,0,,,1,2026-03-16T09:27:53+00:00,2026-03-17T09:27:53+00:00,6,2026-03-16T08:00:00+00:00
23,217,2026-03-16,IN_PROGRESS,5.20,No update received in last 72h,,0,2026-03-16,,0,,,2,2026-03-13T07:27:53+00:00,2026-03-17T09:27:53+00:00,8,2026-03-16T08:00:00+00:00
24,218,2026-03-16,NOT_STARTED,0.00,Queued for upcoming work window,,0,2026-03-25,,0,,,1,2026-03-17T05:27:53+00:00,2026-03-17T09:27:53+00:00,6,2026-03-16T08:00:00+00:00
25,219,2026-03-16,COMPLETED,9.50,Closed during weekly review,,0,,,0,,,3,2026-03-17T13:27:53+00:00,2026-03-17T09:27:53+00:00,6,2026-03-16T08:00:00+00:00
26,220,2026-03-16,WAITING,5.10,Blocked pending external action,Parts quarantine awaiting QA,1,2026-03-17,,0,,,3,2026-03-14T03:27:53+00:00,2026-03-17T09:27:53+00:00,6,2026-03-16T08:00:00+00:00
27,221,2026-03-16,NOT_STARTED,0.00,Newly distributed - awaiting first supervisor update,,0,2026-03-27,,0,,,1,,2026-03-17T23:27:53+00:00,16,2026-03-16T08:00:00+00:00
28,301,2026-03-16,COMPLETED,10.00,Closed during weekly review,,0,2026-03-23,,0,,,3,2026-03-17T13:27:53+00:00,2026-03-17T09:27:53+00:00,9,2026-03-16T08:00:00+00:00
29,302,2026-03-16,IN_PROGRESS,4.00,Progressing to plan,,0,2026-03-18,,0,,,2,2026-03-17T15:27:53+00:00,2026-03-17T09:27:53+00:00,11,2026-03-16T08:00:00+00:00
30,303,2026-03-16,NOT_STARTED,0.00,Newly distributed - awaiting first supervisor update,,0,2026-03-23,,0,,,1,,2026-03-17T23:27:53+00:00,16,2026-03-16T08:00:00+00:00
31,304,2026-03-16,COMPLETED,14.00,Closed during weekly review,,0,2026-03-23,,0,,,3,2026-03-17T13:27:53+00:00,2026-03-17T09:27:53+00:00,9,2026-03-16T08:00:00+00:00
32,305,2026-03-16,WAITING,10.80,Blocked pending external action,Intermittent fault not reproducible,1,2026-03-14,,0,,,3,2026-03-14T03:27:53+00:00,2026-03-17T09:27:53+00:00,9,2026-03-16T08:00:00+00:00
33,306,2026-03-16,IN_PROGRESS,3.80,No update received in last 72h,,0,2026-03-18,,0,,,2,2026-03-13T07:27:53+00:00,2026-03-17T09:27:53+00:00,10,2026-03-16T08:00:00+00:00
34,307,2026-03-16,COMPLETED,8.00,Closed during weekly review,,0,2026-03-23,,0,,,3,2026-03-17T13:27:53+00:00,2026-03-17T09:27:53+00:00,9,2026-03-16T08:00:00+00:00
35,308,2026-03-16,IN_PROGRESS,2.90,Progressing to plan,,0,2026-03-18,,0,,,2,2026-03-17T15:27:53+00:00,2026-03-17T09:27:53+00:00,10,2026-03-16T08:00:00+00:00
36,309,2026-03-16,IN_PROGRESS,1.00,Awaiting worker allocation,,0,2026-03-23,,0,,,1,2026-03-16T09:27:53+00:00,2026-03-17T09:27:53+00:00,9,2026-03-16T08:00:00+00:00
37,310,2026-03-16,NOT_STARTED,0.00,Queued for upcoming work window,,0,2026-03-23,,0,,,1,2026-03-17T05:27:53+00:00,2026-03-17T09:27:53+00:00,9,2026-03-16T08:00:00+00:00
38,401,2026-03-16,IN_PROGRESS,5.40,Progressing to plan,,0,2026-03-21,,0,,,2,2026-03-17T15:27:53+00:00,2026-03-17T09:27:53+00:00,13,2026-03-16T08:00:00+00:00
39,402,2026-03-16,IN_PROGRESS,5.60,No update received in last 72h,,0,2026-03-15,,0,,,2,2026-03-13T07:27:53+00:00,2026-03-17T09:27:53+00:00,13,2026-03-16T08:00:00+00:00
40,403,2026-03-16,COMPLETED,9.00,Closed during weekly review,,0,2026-03-21,,0,,,3,2026-03-17T13:27:53+00:00,2026-03-17T09:27:53+00:00,12,2026-03-16T08:00:00+00:00
41,404,2026-03-16,WAITING,8.40,Blocked pending external action,Waiting for material release,1,2026-03-15,,0,,,3,2026-03-14T03:27:53+00:00,2026-03-17T09:27:53+00:00,12,2026-03-16T08:00:00+00:00
42,405,2026-03-16,NOT_STARTED,0.00,Newly distributed - awaiting first supervisor update,,0,2026-03-21,,0,,,1,,2026-03-17T23:27:53+00:00,16,2026-03-16T08:00:00+00:00
43,406,2026-03-16,COMPLETED,6.00,Closed during weekly review,,0,2026-03-21,,0,,,3,2026-03-17T13:27:53+00:00,2026-03-17T09:27:53+00:00,12,2026-03-16T08:00:00+00:00
44,407,2026-03-16,NOT_STARTED,0.00,Queued for upcoming work window,,0,2026-03-21,,0,,,1,2026-03-17T05:27:53+00:00,2026-03-17T09:27:53+00:00,12,2026-03-16T08:00:00+00:00
45,408,2026-03-16,COMPLETED,5.00,Snapshot soft-deleted after task deactivation,,0,2026-03-21,,1,2026-03-17T09:27:53+00:00,16,2,2026-03-08T09:27:53+00:00,2026-03-17T09:27:53+00:00,12,2026-03-16T08:00:00+00:00
46,501,2026-03-16,COMPLETED,11.00,Closed during weekly review,,0,2026-03-20,,0,,,3,2026-03-17T13:27:53+00:00,2026-03-17T09:27:53+00:00,14,2026-03-16T08:00:00+00:00
47,502,2026-03-16,IN_PROGRESS,3.60,Progressing to plan,,0,2026-03-20,,0,,,2,2026-03-17T15:27:53+00:00,2026-03-17T09:27:53+00:00,15,2026-03-16T08:00:00+00:00
48,503,2026-03-16,WAITING,6.00,Blocked pending external action,Awaiting customer go-ahead,1,2026-03-13,,0,,,3,2026-03-14T03:27:53+00:00,2026-03-17T09:27:53+00:00,14,2026-03-16T08:00:00+00:00
49,504,2026-03-16,NOT_STARTED,0.00,Queued for upcoming work window,,0,2026-03-20,,0,,,1,2026-03-17T05:27:53+00:00,2026-03-17T09:27:53+00:00,14,2026-03-16T08:00:00+00:00
50,505,2026-03-16,COMPLETED,9.00,Closed during weekly review,,0,2026-03-20,,0,,,3,2026-03-17T13:27:53+00:00,2026-03-17T09:27:53+00:00,14,2026-03-16T08:00:00+00:00
51,506,2026-03-16,NOT_STARTED,0.00,Newly distributed - awaiting first supervisor update,,0,2026-03-20,,0,,,1,,2026-03-17T23:27:53+00:00,16,2026-03-16T08:00:00+00:00
52,601,2026-03-16,COMPLETED,3.00,Closed during weekly review,,0,2026-03-19,,0,,,3,2026-03-17T13:27:53+00:00,2026-03-17T09:27:53+00:00,17,2026-03-16T08:00:00+00:00
53,602,2026-03-16,IN_PROGRESS,1.60,Progressing to plan,,0,2026-03-19,,0,,,2,2026-03-17T15:27:53+00:00,2026-03-17T09:27:53+00:00,17,2026-03-16T08:00:00+00:00
54,603,2026-03-16,NOT_STARTED,0.00,Queued for upcoming work window,,0,2026-03-19,,0,,,1,2026-03-17T05:27:53+00:00,2026-03-17T09:27:53+00:00,17,2026-03-16T08:00:00+00:00
55,604,2026-03-16,COMPLETED,2.50,Closed during weekly review,,0,2026-03-19,,0,,,3,2026-03-17T13:27:53+00:00,2026-03-17T09:27:53+00:00,17,2026-03-16T08:00:00+00:00
