id,task_id,meeting_date,status,mh_incurred_hours,remarks,critical_issue,has_issue,deadline_date,correction_reason,is_deleted,deleted_at,deleted_by,version,supervisor_updated_at,last_updated_at,last_updated_by,created_at
51,208,2026-03-02,IN_PROGRESS,7.70,Initial strip complete,,0,,,0,,,2,2026-03-02T14:00:00+00:00,2026-03-02T13:00:00+00:00,8,2026-03-02T09:00:00+00:00
52,208,2026-03-09,IN_PROGRESS,17.60,Closing remaining punch items,,0,,,0,,,3,2026-03-09T16:00:00+00:00,2026-03-09T13:00:00+00:00,8,2026-03-09T09:00:00+00:00
53,208,2026-03-16,COMPLETED,22.00,Closed during weekly review,,0,,,0,,,3,2026-03-16T21:00:00+00:00,2026-03-16T13:00:00+00:00,6,2026-03-16T09:00:00+00:00
54,209,2026-03-16,COMPLETED,7.00,Snapshot soft-deleted after task deactivation,,0,,,1,2026-03-17T09:00:00+00:00,16,2,2026-03-16T11:00:00+00:00,2026-03-16T13:00:00+00:00,6,2026-03-16T09:00:00+00:00
55,210,2026-03-02,NOT_STARTED,0.00,Created,,0,,,0,,,1,2026-03-02T14:00:00+00:00,2026-03-02T13:00:00+00:00,6,2026-03-02T09:00:00+00:00
56,210,2026-03-09,IN_PROGRESS,0.60,Picked up temporarily,,0,,,0,,,2,2026-03-09T16:00:00+00:00,2026-03-09T13:00:00+00:00,6,2026-03-09T09:00:00+00:00
57,210,2026-03-16,IN_PROGRESS,1.20,Awaiting formal worker allocation,,0,2026-03-21,,0,,,3,2026-03-16T19:00:00+00:00,2026-03-16T13:00:00+00:00,6,2026-03-16T09:00:00+00:00
58,211,2026-03-16,NOT_STARTED,0.00,Newly distributed - awaiting first supervisor update,,0,2026-03-23,,0,,,1,,2026-03-16T13:00:00+00:00,16,2026-03-16T09:00:00+00:00
59,212,2026-02-23,NOT_STARTED,0.00,Not released,,0,,,0,,,1,2026-02-23T11:00:00+00:00,2026-02-23T13:00:00+00:00,6,2026-02-23T09:00:00+00:00
60,212,2026-03-02,NOT_STARTED,0.00,Pending material,,0,,,0,,,1,2026-03-02T13:00:00+00:00,2026-03-02T13:00:00+00:00,6,2026-03-02T09:00:00+00:00
61,212,2026-03-09,NOT_STARTED,0.00,Queued,,0,,,0,,,1,2026-03-09T15:00:00+00:00,2026-03-09T13:00:00+00:00,6,2026-03-09T09:00:00+00:00
62,212,2026-03-16,NOT_STARTED,0.00,Queued for upcoming work window,,0,2026-03-22,,0,,,1,2026-03-16T17:00:00+00:00,2026-03-16T13:00:00+00:00,6,2026-03-16T09:00:00+00:00
63,213,2026-02-23,NOT_STARTED,0.00,Awaiting slot,,0,,,0,,,1,2026-02-23T12:00:00+00:00,2026-02-23T13:00:00+00:00,6,2026-02-23T09:00:00+00:00
64,213,2026-03-02,IN_PROGRESS,2.60,Task started,,0,,,0,,,2,2026-03-02T15:00:00+00:00,2026-03-02T13:00:00+00:00,19,2026-03-02T09:00:00+00:00
65,213,2026-03-09,IN_PROGRESS,4.55,Steady progress,,0,,,0,,,3,2026-03-09T15:00:00+00:00,2026-03-09T13:00:00+00:00,19,2026-03-09T09:00:00+00:00
66,213,2026-03-16,IN_PROGRESS,5.85,Progressing to plan,,0,2026-03-17,,0,,,4,2026-03-16T19:00:00+00:00,2026-03-16T13:00:00+00:00,19,2026-03-16T09:00:00+00:00
67,214,2026-03-16,NOT_STARTED,0.00,Newly distributed - awaiting first supervisor update,,0,2026-03-24,,0,,,1,,2026-03-16T13:00:00+00:00,16,2026-03-16T09:00:00+00:00
68,215,2026-02-23,NOT_STARTED,0.00,Released to shop,,0,,,0,,,1,2026-02-23T11:00:00+00:00,2026-02-23T13:00:00+00:00,6,2026-02-23T09:00:00+00:00
69,215,2026-03-02,IN_PROGRESS,2.62,Initial strip complete,,0,,,0,,,2,2026-03-02T14:00:00+00:00,2026-03-02T13:00:00+00:00,7,2026-03-02T09:00:00+00:00
70,215,2026-03-09,IN_PROGRESS,6.00,Closing remaining punch items,,0,,,0,,,3,2026-03-09T16:00:00+00:00,2026-03-09T13:00:00+00:00,7,2026-03-09T09:00:00+00:00
71,215,2026-03-16,COMPLETED,7.50,Closed during weekly review,,0,,,0,,,3,2026-03-16T21:00:00+00:00,2026-03-16T13:00:00+00:00,6,2026-03-16T09:00:00+00:00
72,216,2026-03-02,NOT_STARTED,0.00,Created,,0,,,0,,,1,2026-03-02T14:00:00+00:00,2026-03-02T13:00:00+00:00,6,2026-03-02T09:00:00+00:00
73,216,2026-03-09,IN_PROGRESS,0.55,Picked up temporarily,,0,,,0,,,2,2026-03-09T16:00:00+00:00,2026-03-09T13:00:00+00:00,6,2026-03-09T09:00:00+00:00
74,216,2026-03-16,IN_PROGRESS,1.10,Awaiting formal worker allocation,,0,2026-03-26,,0,,,3,2026-03-16T19:00:00+00:00,2026-03-16T13:00:00+00:00,6,2026-03-16T09:00:00+00:00
75,217,2026-02-23,NOT_STARTED,0.00,Released,,0,,,0,,,1,2026-02-23T11:00:00+00:00,2026-02-23T13:00:00+00:00,6,2026-02-23T09:00:00+00:00
76,217,2026-03-02,IN_PROGRESS,2.25,Began work,,0,,,0,,,2,2026-03-02T14:00:00+00:00,2026-03-02T13:00:00+00:00,8,2026-03-02T09:00:00+00:00
77,217,2026-03-09,IN_PROGRESS,3.75,Awaiting fresh feedback,,0,,,0,,,3,2026-03-09T17:00:00+00:00,2026-03-09T13:00:00+00:00,8,2026-03-09T09:00:00+00:00
78,217,2026-03-16,IN_PROGRESS,5.25,No update received in last 72h,,0,2026-03-16,,0,,,4,2026-03-11T19:00:00+00:00,2026-03-16T13:00:00+00:00,8,2026-03-16T09:00:00+00:00
79,218,2026-02-23,NOT_STARTED,0.00,Not released,,0,,,0,,,1,2026-02-23T11:00:00+00:00,2026-02-23T13:00:00+00:00,6,2026-02-23T09:00:00+00:00
80,218,2026-03-02,NOT_STARTED,0.00,Pending material,,0,,,0,,,1,2026-03-02T13:00:00+00:00,2026-03-02T13:00:00+00:00,6,2026-03-02T09:00:00+00:00
81,218,2026-03-09,NOT_STARTED,0.00,Queued,,0,,,0,,,1,2026-03-09T15:00:00+00:00,2026-03-09T13:00:00+00:00,6,2026-03-09T09:00:00+00:00
82,218,2026-03-16,NOT_STARTED,0.00,Queued for upcoming work window,,0,2026-03-25,,0,,,1,2026-03-16T17:00:00+00:00,2026-03-16T13:00:00+00:00,6,2026-03-16T09:00:00+00:00
83,219,2026-02-23,NOT_STARTED,0.00,Released to shop,,0,,,0,,,1,2026-02-23T11:00:00+00:00,2026-02-23T13:00:00+00:00,6,2026-02-23T09:00:00+00:00
84,219,2026-03-02,IN_PROGRESS,3.32,Initial strip complete,,0,,,0,,,2,2026-03-02T14:00:00+00:00,2026-03-02T13:00:00+00:00,20,2026-03-02T09:00:00+00:00
85,219,2026-03-09,IN_PROGRESS,7.60,Closing remaining punch items,,0,,,0,,,3,2026-03-09T16:00:00+00:00,2026-03-09T13:00:00+00:00,20,2026-03-09T09:00:00+00:00
86,219,2026-03-16,COMPLETED,9.50,Closed during weekly review,,0,,,0,,,3,2026-03-16T21:00:00+00:00,2026-03-16T13:00:00+00:00,6,2026-03-16T09:00:00+00:00
87,220,2026-02-23,NOT_STARTED,0.00,Released,,0,,,0,,,1,2026-02-23T11:00:00+00:00,2026-02-23T13:00:00+00:00,6,2026-02-23T09:00:00+00:00
88,220,2026-03-02,IN_PROGRESS,2.12,Opened work scope,,0,,,0,,,2,2026-03-02T14:00:00+00:00,2026-03-02T13:00:00+00:00,7,2026-03-02T09:00:00+00:00
89,220,2026-03-09,WAITING,4.25,Blocked by dependency,Parts quarantine awaiting QA,1,,,0,,,3,2026-03-09T15:00:00+00:00,2026-03-09T13:00:00+00:00,6,2026-03-09T09:00:00+00:00
90,220,2026-03-16,WAITING,5.10,Blocked pending external action,Parts quarantine awaiting QA,1,2026-03-17,,0,,,4,2026-03-12T03:00:00+00:00,2026-03-16T13:00:00+00:00,6,2026-03-16T09:00:00+00:00
91,221,2026-03-16,NOT_STARTED,0.00,Newly distributed - awaiting first supervisor update,,0,2026-03-27,,0,,,1,,2026-03-16T13:00:00+00:00,16,2026-03-16T09:00:00+00:00
92,301,2026-02-23,NOT_STARTED,0.00,Released to shop,,0,,,0,,,1,2026-02-23T11:00:00+00:00,2026-02-23T13:00:00+00:00,9,2026-02-23T09:00:00+00:00
93,301,2026-03-02,IN_PROGRESS,3.50,Initial strip complete,,0,,,0,,,2,2026-03-02T14:00:00+00:00,2026-03-02T13:00:00+00:00,10,2026-03-02T09:00:00+00:00
94,301,2026-03-09,IN_PROGRESS,8.00,Closing remaining punch items,,0,,,0,,,3,2026-03-09T16:00:00+00:00,2026-03-09T13:00:00+00:00,10,2026-03-09T09:00:00+00:00
95,301,2026-03-16,COMPLETED,10.00,Closed during weekly review,,0,2026-03-23,,0,,,3,2026-03-16T21:00:00+00:00,2026-03-16T13:00:00+00:00,9,2026-03-16T09:00:00+00:00
96,302,2026-02-23,NOT_STARTED,0.00,Awaiting slot,,0,,,0,,,1,2026-02-23T12:00:00+00:00,2026-02-23T13:00:00+00:00,9,2026-02-23T09:00:00+00:00
97,302,2026-03-02,IN_PROGRESS,1.80,Task started,,0,,,0,,,2,2026-03-02T15:00:00+00:00,2026-03-02T13:00:00+00:00,11,2026-03-02T09:00:00+00:00
98,302,2026-03-09,IN_PROGRESS,3.15,Steady progress,,0,,,0,,,3,2026-03-09T15:00:00+00:00,2026-03-09T13:00:00+00:00,11,2026-03-09T09:00:00+00:00
99,302,2026-03-16,IN_PROGRESS,4.05,Progressing to plan,,0,2026-03-18,,0,,,4,2026-03-16T19:00:00+00:00,2026-03-16T13:00:00+00:00,11,2026-03-16T09:00:00+00:00
100,303,2026-03-16,NOT_STARTED,0.00,Newly distributed - awaiting first supervisor update,,0,2026-03-23,,0,,,1,,2026-03-16T13:00:00+00:00,16,2026-03-16T09:00:00+00:00
101,304,2026-02-23,NOT_STARTED,0.00,Released to shop,,0,,,0,,,1,2026-02-23T11:00:00+00:00,2026-02-23T13:00:00+00:00,9,2026-02-23T09:00:00+00:00
102,304,2026-03-02,IN_PROGRESS,4.90,Initial strip complete,,0,,,0,,,2,2026-03-02T14:00:00+00:00,2026-03-02T13:00:00+00:00,10,2026-03-02T09:00:00+00:00
103,304,2026-03-09,IN_PROGRESS,11.20,Closing remaining punch items,,0,,,0,,,3,2026-03-09T16:00:00+00:00,2026-03-09T13:00:00+00:00,10,2026-03-09T09:00:00+00:00
104,304,2026-03-16,COMPLETED,14.00,Closed during weekly review,,0,2026-03-23,,0,,,3,2026-03-16T21:00:00+00:00,2026-03-16T13:00:00+00:00,9,2026-03-16T09:00:00+00:00
105,305,2026-02-23,NOT_STARTED,0.00,Released,,0,,,0,,,1,2026-02-23T11:00:00+00:00,2026-02-23T13:00:00+00:00,9,2026-02-23T09:00:00+00:00
106,305,2026-03-02,IN_PROGRESS,4.50,Opened work scope,,0,,,0,,,2,2026-03-02T14:00:00+00:00,2026-03-02T13:00:00+00:00,11,2026-03-02T09:00:00+00:00
107,305,2026-03-09,WAITING,9.00,Blocked by dependency,Intermittent fault not reproducible,1,,,0,,,3,2026-03-09T15:00:00+00:00,2026-03-09T13:00:00+00:00,9,2026-03-09T09:00:00+00:00
108,305,2026-03-16,WAITING,10.80,Blocked pending external action,Intermittent fault not reproducible,1,2026-03-14,,0,,,4,2026-03-12T03:00:00+00:00,2026-03-16T13:00:00+00:00,9,2026-03-16T09:00:00+00:00
109,306,2026-02-23,NOT_STARTED,0.00,Released,,0,,,0,,,1,2026-02-23T11:00:00+00:00,2026-02-23T13:00:00+00:00,9,2026-02-23T09:00:00+00:00
110,306,2026-03-02,IN_PROGRESS,1.65,Began work,,0,,,0,,,2,2026-03-02T14:00:00+00:00,2026-03-02T13:00:00+00:00,10,2026-03-02T09:00:00+00:00
111,306,2026-03-09,IN_PROGRESS,2.75,Awaiting fresh feedback,,0,,,0,,,3,2026-03-09T17:00:00+00:00,2026-03-09T13:00:00+00:00,10,2026-03-09T09:00:00+00:00
112,306,2026-03-16,IN_PROGRESS,3.85,No update received in last 72h,,0,2026-03-18,,0,,,4,2026-03-11T19:00:00+00:00,2026-03-16T13:00:00+00:00,10,2026-03-16T09:00:00+00:00
113,307,2026-02-23,NOT_STARTED,0.00,Released to shop,,0,,,0,,,1,2026-02-23T11:00:00+00:00,2026-02-23T13:00:00+00:00,9,2026-02-23T09:00:00+00:00
114,307,2026-03-02,IN_PROGRESS,2.80,Initial strip complete,,0,,,0,,,2,2026-03-02T14:00:00+00:00,2026-03-02T13:00:00+00:00,11,2026-03-02T09:00:00+00:00
115,307,2026-03-09,IN_PROGRESS,6.40,Closing remaining punch items,,0,,,0,,,3,2026-03-09T16:00:00+00:00,2026-03-09T13:00:00+00:00,11,2026-03-09T09:00:00+00:00
116,307,2026-03-16,COMPLETED,8.00,Closed during weekly review,,0,2026-03-23,,0,,,3,2026-03-16T21:00:00+00:00,2026-03-16T13:00:00+00:00,9,2026-03-16T09:00:00+00:00
117,308,2026-02-23,NOT_STARTED,0.00,Awaiting slot,,0,,,0,,,1,2026-02-23T12:00:00+00:00,2026-02-23T13:00:00+00:00,9,2026-02-23T09:00:00+00:00
118,308,2026-03-02,IN_PROGRESS,1.30,Task started,,0,,,0,,,2,2026-03-02T15:00:00+00:00,2026-03-02T13:00:00+00:00,10,2026-03-02T09:00:00+00:00
119,308,2026-03-09,IN_PROGRESS,2.27,Steady progress,,0,,,0,,,3,2026-03-09T15:00:00+00:00,2026-03-09T13:00:00+00:00,10,2026-03-09T09:00:00+00:00
120,308,2026-03-16,IN_PROGRESS,2.93,Progressing to plan,,0,2026-03-18,,0,,,4,2026-03-16T19:00:00+00:00,2026-03-16T13:00:00+00:00,10,2026-03-16T09:00:00+00:00
121,309,2026-03-02,NOT_STARTED,0.00,Created,,0,,,0,,,1,2026-03-02T14:00:00+00:00,2026-03-02T13:00:00+00:00,9,2026-03-02T09:00:00+00:00
122,309,2026-03-09,IN_PROGRESS,0.50,Picked up temporarily,,0,,,0,,,2,2026-03-09T16:00:00+00:00,2026-03-09T13:00:00+00:00,9,2026-03-09T09:00:00+00:00
123,309,2026-03-16,IN_PROGRESS,1.00,Awaiting formal worker allocation,,0,2026-03-23,,0,,,3,2026-03-16T19:00:00+00:00,2026-03-16T13:00:00+00:00,9,2026-03-16T09:00:00+00:00
124,310,2026-02-23,NOT_STARTED,0.00,Not released,,0,,,0,,,1,2026-02-23T11:00:00+00:00,2026-02-23T13:00:00+00:00,9,2026-02-23T09:00:00+00:00
125,310,2026-03-02,NOT_STARTED,0.00,Pending material,,0,,,0,,,1,2026-03-02T13:00:00+00:00,2026-03-02T13:00:00+00:00,9,2026-03-02T09:00:00+00:00
126,310,2026-03-09,NOT_STARTED,0.00,Queued,,0,,,0,,,1,2026-03-09T15:00:00+00:00,2026-03-09T13:00:00+00:00,9,2026-03-09T09:00:00+00:00
127,310,2026-03-16,NOT_STARTED,0.00,Queued for upcoming work window,,0,2026-03-23,,0,,,1,2026-03-16T17:00:00+00:00,2026-03-16T13:00:00+00:00,9,2026-03-16T09:00:00+00:00
128,401,2026-02-23,NOT_STARTED,0.00,Awaiting slot,,0,,,0,,,1,2026-02-23T12:00:00+00:00,2026-02-23T13:00:00+00:00,12,2026-02-23T09:00:00+00:00
129,401,2026-03-02,IN_PROGRESS,2.40,Task started,,0,,,0,,,2,2026-03-02T15:00:00+00:00,2026-03-02T13:00:00+00:00,13,2026-03-02T09:00:00+00:00
130,401,2026-03-09,IN_PROGRESS,4.20,Steady progress,,0,,,0,,,3,2026-03-09T15:00:00+00:00,2026-03-09T13:00:00+00:00,13,2026-03-09T09:00:00+00:00
131,401,2026-03-16,IN_PROGRESS,5.40,Progressing to plan,,0,2026-03-21,,0,,,4,2026-03-16T19:00:00+00:00,2026-03-16T13:00:00+00:00,13,2026-03-16T09:00:00+00:00
132,402,2026-02-23,NOT_STARTED,0.00,Released,,0,,,0,,,1,2026-02-23T11:00:00+00:00,2026-02-23T13:00:00+00:00,12,2026-02-23T09:00:00+00:00
133,402,2026-03-02,IN_PROGRESS,2.40,Began work,,0,,,0,,,2,2026-03-02T14:00:00+00:00,2026-03-02T13:00:00+00:00,13,2026-03-02T09:00:00+00:00
134,402,2026-03-09,IN_PROGRESS,4.00,Awaiting fresh feedback,,0,,,0,,,3,2026-03-09T17:00:00+00:00,2026-03-09T13:00:00+00:00,13,2026-03-09T09:00:00+00:00
135,402,2026-03-16,IN_PROGRESS,5.60,No update received in last 72h,,0,2026-03-15,,0,,,4,2026-03-11T19:00:00+00:00,2026-03-16T13:00:00+00:00,13,2026-03-16T09:00:00+00:00
136,403,2026-02-23,NOT_STARTED,0.00,Released to shop,,0,,,0,,,1,2026-02-23T11:00:00+00:00,2026-02-23T13:00:00+00:00,12,2026-02-23T09:00:00+00:00
137,403,2026-03-02,IN_PROGRESS,3.15,Initial strip complete,,0,,,0,,,2,2026-03-02T14:00:00+00:00,2026-03-02T13:00:00+00:00,13,2026-03-02T09:00:00+00:00
138,403,2026-03-09,IN_PROGRESS,7.20,Closing remaining punch items,,0,,,0,,,3,2026-03-09T16:00:00+00:00,2026-03-09T13:00:00+00:00,13,2026-03-09T09:00:00+00:00
139,403,2026-03-16,COMPLETED,9.00,Closed during weekly review,,0,2026-03-21,,0,,,3,2026-03-16T21:00:00+00:00,2026-03-16T13:00:00+00:00,12,2026-03-16T09:00:00+00:00
140,404,2026-02-23,NOT_STARTED,0.00,Released,,0,,,0,,,1,2026-02-23T11:00:00+00:00,2026-02-23T13:00:00+00:00,12,2026-02-23T09:00:00+00:00
141,404,2026-03-02,IN_PROGRESS,3.50,Opened work scope,,0,,,0,,,2,2026-03-02T14:00:00+00:00,2026-03-02T13:00:00+00:00,13,2026-03-02T09:00:00+00:00
